event_a_id,event_a_event_id,event_a_name,event_b_id,event_b_event_id,event_b_name,event_c_id,event_c_event_id,event_c_name,rule_ids_a_to_b,article_ids_a_to_b,rule_ids_b_to_c,article_ids_b_to_c,support_a_to_b,support_b_to_c
EVENT::qua_thuoc_phien_tuoi_co_khoi_luong_300_kilogam_tro_len,qua_thuoc_phien_tuoi_co_khoi_luong_300_kilogam_tro_len,Quả thuốc phiện tươi có khối lượng 300 kilôgam trở lên,EVENT::phat_tu_chung_than_hoac_tu_hinh,phat_tu_chung_than_hoac_tu_hinh,Bị phạt tù chung thân hoặc tử hình || Phạt tù chung thân hoặc tử hình:,EVENT::thoi_hieu_thi_hanh_ban_an_20_nam,thoi_hieu_thi_hanh_ban_an_20_nam,Thời hiệu thi hành bản án 20 năm,1595,251,166,60,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_02_nam_den_06_nam,phat_tu_tu_02_nam_den_06_nam,Phạt tù từ 02 năm đến 06 năm:,145,53,324,134,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_18_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_18_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:,145,53,502,151,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_07_nam_den_12_nam,phat_tu_tu_07_nam_den_12_nam,Phạt tù từ 07 năm đến 12 năm: || Phạt tù từ 07 năm đến 12 năm,145,53,510,152,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_10_nam_den_15_nam,phat_tu_tu_10_nam_den_15_nam,Phạt tù từ 10 năm đến 15 năm: || Phạt tù từ 10 năm đến 15 năm,145,53,523,153,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_12_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_12_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 12 năm đến 20 năm hoặc tù chung thân || Phạt tù từ 12 năm đến 20 năm hoặc tù chung thân:,145,53,536,154,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_50_000_000_dong_den_100_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_50_000_000_dong_den_100_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,145,53,770,177,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,Phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 02 năm đến 05 năm:,145,53,842,189,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_1_000_000_000_dong_den_3_000_000_000_dong_hoac_phat_tu_tu_05_nam_den_10_nam,phat_tien_tu_1_000_000_000_dong_den_3_000_000_000_dong_hoac_phat_tu_tu_05_nam_den_10_nam,Phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng hoặc phạt tù từ 05 năm đến 10 năm || Phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng hoặc phạt tù từ 05 năm đến 10 năm:,145,53,861,190,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,Phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 02 năm đến 05 năm:,145,53,884,191,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_1_500_000_000_dong_den_5_000_000_000_dong_hoac_phat_tu_tu_07_nam_den_15_nam,phat_tien_tu_1_500_000_000_dong_den_5_000_000_000_dong_hoac_phat_tu_tu_07_nam_den_15_nam,Phạt tiền từ 1.500.000.000 đồng đến 5.000.000.000 đồng hoặc phạt tù từ 07 năm đến 15 năm:,145,53,1010,196,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,phat_tien_tu_500_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,Phạt tiền từ 500.000.000 đồng đến 1.500.000.000 đồng hoặc phạt tù từ 01 năm đến 03 năm:,145,53,1041,200,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,145,53,1057,202,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,145,53,1065,203,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,145,53,1094,209,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_2_000_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_2_000_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 2.000.000.000 đồng đến 4.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,145,53,1110,211,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_300_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,phat_tien_tu_100_000_000_dong_den_300_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,Phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng hoặc phạt tù từ 01 năm đến 03 năm:,145,53,1125,213,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,145,53,1239,228,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_300_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 300.000.000 đồng đến 1.500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,145,53,1269,232,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_400_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_05_nam,phat_tien_tu_400_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_05_nam,Phạt tiền từ 400.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 03 năm đến 05 năm:,145,53,1343,236,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_600_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_600_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 600.000.000 đồng đến 4.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,145,53,1364,238,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_06_nam_den_13_nam,phat_tu_tu_06_nam_den_13_nam,Phạt tù từ 06 năm đến 13 năm:,145,53,1639,253,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_08_nam_den_15_nam,phat_tu_tu_08_nam_den_15_nam,Phạt tù từ 08 năm đến 15 năm: || Phạt tù từ 08 năm đến 15 năm,145,53,1767,265,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_50_000_000_dong_den_150_000_000_dong_hoac_phat_tu_tu_03_nam_den_10_nam,phat_tien_tu_50_000_000_dong_den_150_000_000_dong_hoac_phat_tu_tu_03_nam_den_10_nam,Phạt tiền từ 50.000.000 đồng đến 150.000.000 đồng hoặc phạt tù từ 03 năm đến 10 năm:,145,53,1781,266,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,145,53,1941,285,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,145,53,1949,286,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,145,53,1958,287,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_bi_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_bi_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc bị phạt tù từ 03 năm đến 07 năm:,145,53,1983,289,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_10_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_10_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 10 năm đến 20 năm hoặc tù chung thân || Phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:,145,53,2087,303,1,1
EVENT::tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,tai_pham_toi_rat_nghiem_trong_hoac_dac_biet_nghiem_trong_do_co_y,Tái phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_400_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_400_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 400.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,145,53,2237,316,1,1
EVENT::thuc_hien_hanh_vi_chuan_bi_cho_toi_pham,thuc_hien_hanh_vi_chuan_bi_cho_toi_pham,Thực hiện hành vi chuẩn bị cho tội phạm,EVENT::chuan_bi_pham_toi,chuan_bi_pham_toi,Chuẩn bị phạm tội,EVENT::quyet_dinh_hinh_phat_doi_voi_chuan_bi_pham_toi,quyet_dinh_hinh_phat_doi_voi_chuan_bi_pham_toi,Quyết định hình phạt đối với chuẩn bị phạm tội,29,14,156,57,1,1
EVENT::tu_nguyen_dung_thuc_hien_toi_pham,tu_nguyen_dung_thuc_hien_toi_pham,Tự nguyện dừng thực hiện tội phạm,EVENT::tu_y_nua_chung_cham_dut_viec_pham_toi,tu_y_nua_chung_cham_dut_viec_pham_toi,Tự ý nửa chừng chấm dứt việc phạm tội,EVENT::mien_trach_nhiem_hinh_su,mien_trach_nhiem_hinh_su,Được miễn trách nhiệm hình sự || Có thể được miễn trách nhiệm hình sự,33,16,34,16,1,1
